question_id,image_id,question,semantic_type,true_answer,pipeline,prediction,prediction_norm,exact_correct,lenient_correct,tokens_tiktoken,latency_ms,sst_prompt,reasoning_prompt
3633084,2316480,What device is in this photo?,cat,remote control,no_attributes_sst_mistral,remote control,remote control,1,1,143,1896.182458000112,"Objects: flower, paw, collar, dog, couch, pillow, remote control
Counts: paw: 2
Attributes: 
Relations: collar on dog, paw to the left of remote control, dog sitting on couch, dog to the right of pillow, dog on couch, pillow to the left of dog, remote control on couch, remote control to the right of paw
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: flower, paw, collar, dog, couch, pillow, remote control
Counts: paw: 2
Attributes: 
Relations: collar on dog, paw to the left of remote control, dog sitting on couch, dog to the right of pillow, dog on couch, pillow to the left of dog, remote control on couch, remote control to the right of paw
Text: 

Question:
What device is in this photo?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
3633084,2316480,What device is in this photo?,cat,remote control,caption_style_sst_mistral,remote control,remote control,1,1,170,2573.1319160004205,"The scene contains flower, paw, collar, dog, couch, pillow, remote control. Object counts are: paw: 2. Visible attributes include: flower: pink, collar: pink, dog: little, dog: white, couch: brown, pillow: striped. Object relations include: collar on dog, paw to the left of remote control, dog sitting on couch, dog to the right of pillow, dog on couch, pillow to the left of dog, remote control on couch, remote control to the right of paw.","You are answering a visual question using only the structured scene information below.

Structured scene:
The scene contains flower, paw, collar, dog, couch, pillow, remote control. Object counts are: paw: 2. Visible attributes include: flower: pink, collar: pink, dog: little, dog: white, couch: brown, pillow: striped. Object relations include: collar on dog, paw to the left of remote control, dog sitting on couch, dog to the right of pillow, dog on couch, pillow to the left of dog, remote control on couch, remote control to the right of paw.

Question:
What device is in this photo?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
8714787,2321131,"Which animal is this, a cow or a sheep?",cat,sheep,full_sst_mistral,Sheep,sheep,1,1,281,4309.528875000979,"Objects: ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag
Counts: ground: 5, carrot: 3, wool: 2, dirt: 3
Attributes: carrots: orange, carrot: small, carrot: orange, wool: gray, dirt: gray
Relations: ground to the right of sheep, ground to the right of carrot, carrots to the right of sheep, ground to the right of ground, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, ground to the left of ground, carrot to the left of ground, ground to the right of dirt, grass to the right of sheep, grass to the right of tag, dirt to the right of sheep, dirt to the right of dirt, dirt to the left of ground, dirt to the left of dirt, tag to the left of grass
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag
Counts: ground: 5, carrot: 3, wool: 2, dirt: 3
Attributes: carrots: orange, carrot: small, carrot: orange, wool: gray, dirt: gray
Relations: ground to the right of sheep, ground to the right of carrot, carrots to the right of sheep, ground to the right of ground, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, ground to the left of ground, carrot to the left of ground, ground to the right of dirt, grass to the right of sheep, grass to the right of tag, dirt to the right of sheep, dirt to the right of dirt, dirt to the left of ground, dirt to the left of dirt, tag to the left of grass
Text: 

Question:
Which animal is this, a cow or a sheep?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
8714787,2321131,"Which animal is this, a cow or a sheep?",cat,sheep,keyword_filtered_sst_mistral,Sheep,sheep,1,1,196,3169.8222090017225,"Objects: dirt, ground, carrots, grass, sheep, carrot
Counts: ground: 5, carrot: 3, dirt: 3
Attributes: carrots: orange, carrot: small, carrot: orange, dirt: gray
Relations: ground to the right of sheep, carrots to the right of sheep, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, grass to the right of sheep, dirt to the right of sheep
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: dirt, ground, carrots, grass, sheep, carrot
Counts: ground: 5, carrot: 3, dirt: 3
Attributes: carrots: orange, carrot: small, carrot: orange, dirt: gray
Relations: ground to the right of sheep, carrots to the right of sheep, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, grass to the right of sheep, dirt to the right of sheep
Text: 

Question:
Which animal is this, a cow or a sheep?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
8714787,2321131,"Which animal is this, a cow or a sheep?",cat,sheep,compact_keyword_sst_mistral,Sheep,sheep,1,1,157,2579.260125003202,"obj: dirt, ground, carrots, grass, sheep, carrot | cnt: ground: 5, carrot: 3, dirt: 3 | attr: carrots: orange, carrot: small, carrot: orange, dirt: gray | rel: ground to the right of sheep, carrots to the right of sheep, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, grass to the right of sheep, dirt to the right of sheep","Scene: obj: dirt, ground, carrots, grass, sheep, carrot | cnt: ground: 5, carrot: 3, dirt: 3 | attr: carrots: orange, carrot: small, carrot: orange, dirt: gray | rel: ground to the right of sheep, carrots to the right of sheep, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, grass to the right of sheep, dirt to the right of sheep
Q: Which animal is this, a cow or a sheep?
Answer only with the final short answer. If unknown, say unknown.
A:"
8714787,2321131,"Which animal is this, a cow or a sheep?",cat,sheep,objects_only_sst_mistral,Sheep,sheep,1,1,99,1725.8862079979735,"Objects: ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag
Counts: 
Attributes: 
Relations: 
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag
Counts: 
Attributes: 
Relations: 
Text: 

Question:
Which animal is this, a cow or a sheep?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
8714787,2321131,"Which animal is this, a cow or a sheep?",cat,sheep,no_relations_sst_mistral,Sheep,sheep,1,1,137,1848.3762920004665,"Objects: ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag
Counts: ground: 5, carrot: 3, wool: 2, dirt: 3
Attributes: carrots: orange, carrot: small, carrot: orange, wool: gray, dirt: gray
Relations: 
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag
Counts: ground: 5, carrot: 3, wool: 2, dirt: 3
Attributes: carrots: orange, carrot: small, carrot: orange, wool: gray, dirt: gray
Relations: 
Text: 

Question:
Which animal is this, a cow or a sheep?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
8714787,2321131,"Which animal is this, a cow or a sheep?",cat,sheep,no_attributes_sst_mistral,Sheep,sheep,1,1,262,3129.004750000604,"Objects: ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag
Counts: ground: 5, carrot: 3, wool: 2, dirt: 3
Attributes: 
Relations: ground to the right of sheep, ground to the right of carrot, carrots to the right of sheep, ground to the right of ground, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, ground to the left of ground, carrot to the left of ground, ground to the right of dirt, grass to the right of sheep, grass to the right of tag, dirt to the right of sheep, dirt to the right of dirt, dirt to the left of ground, dirt to the left of dirt, tag to the left of grass
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag
Counts: ground: 5, carrot: 3, wool: 2, dirt: 3
Attributes: 
Relations: ground to the right of sheep, ground to the right of carrot, carrots to the right of sheep, ground to the right of ground, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, ground to the left of ground, carrot to the left of ground, ground to the right of dirt, grass to the right of sheep, grass to the right of tag, dirt to the right of sheep, dirt to the right of dirt, dirt to the left of ground, dirt to the left of dirt, tag to the left of grass
Text: 

Question:
Which animal is this, a cow or a sheep?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
8714787,2321131,"Which animal is this, a cow or a sheep?",cat,sheep,caption_style_sst_mistral,Sheep,sheep,1,1,285,4030.8772080024937,"The scene contains ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag. Object counts are: ground: 5, carrot: 3, wool: 2, dirt: 3. Visible attributes include: carrots: orange, carrot: small, carrot: orange, wool: gray, dirt: gray. Object relations include: ground to the right of sheep, ground to the right of carrot, carrots to the right of sheep, ground to the right of ground, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, ground to the left of ground, carrot to the left of ground, ground to the right of dirt, grass to the right of sheep, grass to the right of tag, dirt to the right of sheep, dirt to the right of dirt, dirt to the left of ground, dirt to the left of dirt, tag to the left of grass.","You are answering a visual question using only the structured scene information below.

Structured scene:
The scene contains ground, carrots, sheep, carrot, wool, rocks, grass, dirt, tag. Object counts are: ground: 5, carrot: 3, wool: 2, dirt: 3. Visible attributes include: carrots: orange, carrot: small, carrot: orange, wool: gray, dirt: gray. Object relations include: ground to the right of sheep, ground to the right of carrot, carrots to the right of sheep, ground to the right of ground, sheep to the left of ground, sheep to the left of carrot, sheep lying on ground, sheep to the left of dirt, sheep to the left of carrots, sheep to the left of grass, carrot to the right of sheep, ground to the left of ground, carrot to the left of ground, ground to the right of dirt, grass to the right of sheep, grass to the right of tag, dirt to the right of sheep, dirt to the right of dirt, dirt to the left of ground, dirt to the left of dirt, tag to the left of grass.

Question:
Which animal is this, a cow or a sheep?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
12951625,2385163,What the white piece of clothing is called?,cat,shirt,full_sst_mistral,shirt,shirt,1,1,830,10605.07674999826,"Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2
Attributes: clock: black, picture: white, picture: framed, picture: black, balloons: colorful, bag: plastic, shirt: white, picture: small, remote control: blue
Relations: clock on wall, clock to the left of woman, clock to the left of man, clock to the left of lamp, clock to the left of glasses, clock to the right of window, glasses to the right of window, glasses to the left of picture, glasses to the left of woman, glasses to the left of lamp, glasses to the right of clock, lamp near wall, lamp to the right of glasses, lamp to the right of clock, lamp to the left of picture, wall to the right of window, wall to the left of picture, wall near lamp, picture to the left of lamp shade, picture to the right of wall, picture to the right of glasses, picture to the right of lamp, picture to the right of man, picture hanging on wall, picture to the left of lamp, picture to the left of picture, lamp to the right of picture, lamp to the right of woman, lamp near bag, lamp to the right of blanket, lamp shade to the right of picture, picture to the right of picture, picture to the right of woman, lamp shade to the right of woman, balloons around window, balloons to the left of man, window to the left of remote control, window to the left of wall, window to the left of clock, window to the left of man, window to the left of glasses, bag to the right of shirt, bag near lamp, bag to the right of woman, couch to the right of woman, couch to the right of shirt, couch to the right of man, couch to the right of jeans, blanket on couch, blanket to the right of shirt, blanket to the right of man, blanket to the left of lamp, blanket to the right of woman, woman wearing shirt, woman to the right of remote control, woman wearing wristwatch, woman to the right of glasses, woman holding remote control, woman wearing jeans, woman to the right of clock, woman to the right of jeans, woman to the left of blanket, woman to the left of couch, woman to the left of picture, woman to the right of man, woman to the left of lamp shade, woman to the left of lamp, woman standing in living room, woman to the left of bag, shirt to the right of jeans, shirt to the left of couch, shirt to the left of blanket, shirt to the left of bag, shirt to the right of remote control, shirt to the right of man, shirt to the left of wristwatch, man to the left of shirt, man holding remote control, man wearing jeans, man wearing glasses, man to the right of clock, man to the right of balloons, man to the left of picture, man to the right of window, man to the left of blanket, man to the left of couch, man to the left of wristwatch, man standing in living room, man to the left of woman, remote control to the left of shirt, remote control to the right of window, remote control to the left of woman, jeans to the left of woman, jeans to the left of couch, jeans to the left of shirt, wristwatch to the right of man, wristwatch to the right of shirt
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2
Attributes: clock: black, picture: white, picture: framed, picture: black, balloons: colorful, bag: plastic, shirt: white, picture: small, remote control: blue
Relations: clock on wall, clock to the left of woman, clock to the left of man, clock to the left of lamp, clock to the left of glasses, clock to the right of window, glasses to the right of window, glasses to the left of picture, glasses to the left of woman, glasses to the left of lamp, glasses to the right of clock, lamp near wall, lamp to the right of glasses, lamp to the right of clock, lamp to the left of picture, wall to the right of window, wall to the left of picture, wall near lamp, picture to the left of lamp shade, picture to the right of wall, picture to the right of glasses, picture to the right of lamp, picture to the right of man, picture hanging on wall, picture to the left of lamp, picture to the left of picture, lamp to the right of picture, lamp to the right of woman, lamp near bag, lamp to the right of blanket, lamp shade to the right of picture, picture to the right of picture, picture to the right of woman, lamp shade to the right of woman, balloons around window, balloons to the left of man, window to the left of remote control, window to the left of wall, window to the left of clock, window to the left of man, window to the left of glasses, bag to the right of shirt, bag near lamp, bag to the right of woman, couch to the right of woman, couch to the right of shirt, couch to the right of man, couch to the right of jeans, blanket on couch, blanket to the right of shirt, blanket to the right of man, blanket to the left of lamp, blanket to the right of woman, woman wearing shirt, woman to the right of remote control, woman wearing wristwatch, woman to the right of glasses, woman holding remote control, woman wearing jeans, woman to the right of clock, woman to the right of jeans, woman to the left of blanket, woman to the left of couch, woman to the left of picture, woman to the right of man, woman to the left of lamp shade, woman to the left of lamp, woman standing in living room, woman to the left of bag, shirt to the right of jeans, shirt to the left of couch, shirt to the left of blanket, shirt to the left of bag, shirt to the right of remote control, shirt to the right of man, shirt to the left of wristwatch, man to the left of shirt, man holding remote control, man wearing jeans, man wearing glasses, man to the right of clock, man to the right of balloons, man to the left of picture, man to the right of window, man to the left of blanket, man to the left of couch, man to the left of wristwatch, man standing in living room, man to the left of woman, remote control to the left of shirt, remote control to the right of window, remote control to the left of woman, jeans to the left of woman, jeans to the left of couch, jeans to the left of shirt, wristwatch to the right of man, wristwatch to the right of shirt
Text: 

Question:
What the white piece of clothing is called?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
12951625,2385163,What the white piece of clothing is called?,cat,shirt,keyword_filtered_sst_mistral,shirt,shirt,1,1,345,832.8759169999103,"Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2
Attributes: clock: black, picture: white, picture: framed, picture: black, balloons: colorful, bag: plastic, shirt: white, picture: small, remote control: blue
Relations: clock on wall, clock to the left of woman, clock to the left of man, clock to the left of lamp, clock to the left of glasses, clock to the right of window, glasses to the right of window, glasses to the left of picture, glasses to the left of woman, glasses to the left of lamp, glasses to the right of clock, lamp near wall, lamp to the right of glasses, lamp to the right of clock, lamp to the left of picture, wall to the right of window, wall to the left of picture, wall near lamp, picture to the left of lamp shade, picture to the right of wall, picture to the right of glasses, picture to the right of lamp, picture to the right of man, picture hanging on wall, picture to the left of lamp
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2
Attributes: clock: black, picture: white, picture: framed, picture: black, balloons: colorful, bag: plastic, shirt: white, picture: small, remote control: blue
Relations: clock on wall, clock to the left of woman, clock to the left of man, clock to the left of lamp, clock to the left of glasses, clock to the right of window, glasses to the right of window, glasses to the left of picture, glasses to the left of woman, glasses to the left of lamp, glasses to the right of clock, lamp near wall, lamp to the right of glasses, lamp to the right of clock, lamp to the left of picture, wall to the right of window, wall to the left of picture, wall near lamp, picture to the left of lamp shade, picture to the right of wall, picture to the right of glasses, picture to the right of lamp, picture to the right of man, picture hanging on wall, picture to the left of lamp
Text: 

Question:
What the white piece of clothing is called?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
12951625,2385163,What the white piece of clothing is called?,cat,shirt,compact_keyword_sst_mistral,Shirt,shirt,1,1,306,4147.155791997648,"obj: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch | cnt: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2 | attr: clock: black, picture: white, picture: framed, picture: black, balloons: colorful, bag: plastic, shirt: white, picture: small, remote control: blue | rel: clock on wall, clock to the left of woman, clock to the left of man, clock to the left of lamp, clock to the left of glasses, clock to the right of window, glasses to the right of window, glasses to the left of picture, glasses to the left of woman, glasses to the left of lamp, glasses to the right of clock, lamp near wall, lamp to the right of glasses, lamp to the right of clock, lamp to the left of picture, wall to the right of window, wall to the left of picture, wall near lamp, picture to the left of lamp shade, picture to the right of wall, picture to the right of glasses, picture to the right of lamp, picture to the right of man, picture hanging on wall, picture to the left of lamp","Scene: obj: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch | cnt: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2 | attr: clock: black, picture: white, picture: framed, picture: black, balloons: colorful, bag: plastic, shirt: white, picture: small, remote control: blue | rel: clock on wall, clock to the left of woman, clock to the left of man, clock to the left of lamp, clock to the left of glasses, clock to the right of window, glasses to the right of window, glasses to the left of picture, glasses to the left of woman, glasses to the left of lamp, glasses to the right of clock, lamp near wall, lamp to the right of glasses, lamp to the right of clock, lamp to the left of picture, wall to the right of window, wall to the left of picture, wall near lamp, picture to the left of lamp shade, picture to the right of wall, picture to the right of glasses, picture to the right of lamp, picture to the right of man, picture hanging on wall, picture to the left of lamp
Q: What the white piece of clothing is called?
Answer only with the final short answer. If unknown, say unknown.
A:"
12951625,2385163,What the white piece of clothing is called?,cat,shirt,objects_only_sst_mistral,shirt,shirt,1,1,119,2100.0089580011263,"Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: 
Attributes: 
Relations: 
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: 
Attributes: 
Relations: 
Text: 

Question:
What the white piece of clothing is called?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
12951625,2385163,What the white piece of clothing is called?,cat,shirt,no_relations_sst_mistral,shirt,shirt,1,1,181,2030.247667000367,"Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2
Attributes: clock: black, picture: white, picture: framed, picture: black, balloons: colorful, bag: plastic, shirt: white, picture: small, remote control: blue
Relations: 
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2
Attributes: clock: black, picture: white, picture: framed, picture: black, balloons: colorful, bag: plastic, shirt: white, picture: small, remote control: blue
Relations: 
Text: 

Question:
What the white piece of clothing is called?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
12951625,2385163,What the white piece of clothing is called?,cat,shirt,no_attributes_sst_mistral,shirt,shirt,1,1,794,9173.87620899899,"Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2
Attributes: 
Relations: clock on wall, clock to the left of woman, clock to the left of man, clock to the left of lamp, clock to the left of glasses, clock to the right of window, glasses to the right of window, glasses to the left of picture, glasses to the left of woman, glasses to the left of lamp, glasses to the right of clock, lamp near wall, lamp to the right of glasses, lamp to the right of clock, lamp to the left of picture, wall to the right of window, wall to the left of picture, wall near lamp, picture to the left of lamp shade, picture to the right of wall, picture to the right of glasses, picture to the right of lamp, picture to the right of man, picture hanging on wall, picture to the left of lamp, picture to the left of picture, lamp to the right of picture, lamp to the right of woman, lamp near bag, lamp to the right of blanket, lamp shade to the right of picture, picture to the right of picture, picture to the right of woman, lamp shade to the right of woman, balloons around window, balloons to the left of man, window to the left of remote control, window to the left of wall, window to the left of clock, window to the left of man, window to the left of glasses, bag to the right of shirt, bag near lamp, bag to the right of woman, couch to the right of woman, couch to the right of shirt, couch to the right of man, couch to the right of jeans, blanket on couch, blanket to the right of shirt, blanket to the right of man, blanket to the left of lamp, blanket to the right of woman, woman wearing shirt, woman to the right of remote control, woman wearing wristwatch, woman to the right of glasses, woman holding remote control, woman wearing jeans, woman to the right of clock, woman to the right of jeans, woman to the left of blanket, woman to the left of couch, woman to the left of picture, woman to the right of man, woman to the left of lamp shade, woman to the left of lamp, woman standing in living room, woman to the left of bag, shirt to the right of jeans, shirt to the left of couch, shirt to the left of blanket, shirt to the left of bag, shirt to the right of remote control, shirt to the right of man, shirt to the left of wristwatch, man to the left of shirt, man holding remote control, man wearing jeans, man wearing glasses, man to the right of clock, man to the right of balloons, man to the left of picture, man to the right of window, man to the left of blanket, man to the left of couch, man to the left of wristwatch, man standing in living room, man to the left of woman, remote control to the left of shirt, remote control to the right of window, remote control to the left of woman, jeans to the left of woman, jeans to the left of couch, jeans to the left of shirt, wristwatch to the right of man, wristwatch to the right of shirt
Text: ","You are answering a visual question using only the structured scene information below.

Structured scene:
Objects: clock, glasses, lamp, wall, picture, lamp shade, balloons, window, bag, couch, blanket, woman, shirt, man, remote control, living room, jeans, wristwatch
Counts: lamp: 2, picture: 3, lamp shade: 2, remote control: 2, jeans: 2
Attributes: 
Relations: clock on wall, clock to the left of woman, clock to the left of man, clock to the left of lamp, clock to the left of glasses, clock to the right of window, glasses to the right of window, glasses to the left of picture, glasses to the left of woman, glasses to the left of lamp, glasses to the right of clock, lamp near wall, lamp to the right of glasses, lamp to the right of clock, lamp to the left of picture, wall to the right of window, wall to the left of picture, wall near lamp, picture to the left of lamp shade, picture to the right of wall, picture to the right of glasses, picture to the right of lamp, picture to the right of man, picture hanging on wall, picture to the left of lamp, picture to the left of picture, lamp to the right of picture, lamp to the right of woman, lamp near bag, lamp to the right of blanket, lamp shade to the right of picture, picture to the right of picture, picture to the right of woman, lamp shade to the right of woman, balloons around window, balloons to the left of man, window to the left of remote control, window to the left of wall, window to the left of clock, window to the left of man, window to the left of glasses, bag to the right of shirt, bag near lamp, bag to the right of woman, couch to the right of woman, couch to the right of shirt, couch to the right of man, couch to the right of jeans, blanket on couch, blanket to the right of shirt, blanket to the right of man, blanket to the left of lamp, blanket to the right of woman, woman wearing shirt, woman to the right of remote control, woman wearing wristwatch, woman to the right of glasses, woman holding remote control, woman wearing jeans, woman to the right of clock, woman to the right of jeans, woman to the left of blanket, woman to the left of couch, woman to the left of picture, woman to the right of man, woman to the left of lamp shade, woman to the left of lamp, woman standing in living room, woman to the left of bag, shirt to the right of jeans, shirt to the left of couch, shirt to the left of blanket, shirt to the left of bag, shirt to the right of remote control, shirt to the right of man, shirt to the left of wristwatch, man to the left of shirt, man holding remote control, man wearing jeans, man wearing glasses, man to the right of clock, man to the right of balloons, man to the left of picture, man to the right of window, man to the left of blanket, man to the left of couch, man to the left of wristwatch, man standing in living room, man to the left of woman, remote control to the left of shirt, remote control to the right of window, remote control to the left of woman, jeans to the left of woman, jeans to the left of couch, jeans to the left of shirt, wristwatch to the right of man, wristwatch to the right of shirt
Text: 

Question:
What the white piece of clothing is called?

Rules:
- Answer using only the structured scene information.
- Give only the final answer.
- Do not explain.
- If the answer is not available, answer unknown.

Final answer:"
