relative_path,file_name,size_bytes,size,category,reason,suffix
data/gqa_images_subset_200/2355577.jpg,2355577.jpg,177166,173.01 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2374816.jpg,2374816.jpg,176544,172.41 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2330777.jpg,2330777.jpg,176521,172.38 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2416156.jpg,2416156.jpg,175701,171.58 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2387312.jpg,2387312.jpg,175605,171.49 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2340446.jpg,2340446.jpg,175454,171.34 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2398973.jpg,2398973.jpg,171614,167.59 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2353078.jpg,2353078.jpg,166109,162.22 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2317649.jpg,2317649.jpg,165631,161.75 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2357474.jpg,2357474.jpg,165601,161.72 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2371139.jpg,2371139.jpg,164478,160.62 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2368981.jpg,2368981.jpg,164406,160.55 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2411136.jpg,2411136.jpg,164002,160.16 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2383197.jpg,2383197.jpg,163915,160.07 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2397982.jpg,2397982.jpg,163611,159.78 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2391816.jpg,2391816.jpg,163210,159.38 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2323895.jpg,2323895.jpg,162867,159.05 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2398518.jpg,2398518.jpg,160324,156.57 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2343543.jpg,2343543.jpg,160200,156.45 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2404130.jpg,2404130.jpg,160109,156.36 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2352072.jpg,2352072.jpg,159934,156.19 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2353910.jpg,2353910.jpg,159774,156.03 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2325501.jpg,2325501.jpg,159761,156.02 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2324176.jpg,2324176.jpg,158157,154.45 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2354842.jpg,2354842.jpg,157224,153.54 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2375415.jpg,2375415.jpg,156297,152.63 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2328848.jpg,2328848.jpg,156294,152.63 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2336923.jpg,2336923.jpg,155590,151.94 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2343311.jpg,2343311.jpg,154422,150.80 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2341763.jpg,2341763.jpg,154114,150.50 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2345161.jpg,2345161.jpg,153657,150.06 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2350772.jpg,2350772.jpg,153478,149.88 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2342945.jpg,2342945.jpg,153273,149.68 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2327387.jpg,2327387.jpg,152470,148.90 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2338671.jpg,2338671.jpg,152190,148.62 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2346709.jpg,2346709.jpg,151209,147.67 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2367852.jpg,2367852.jpg,150457,146.93 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2346104.jpg,2346104.jpg,150307,146.78 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2368181.jpg,2368181.jpg,150078,146.56 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2382016.jpg,2382016.jpg,149084,145.59 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2360257.jpg,2360257.jpg,148712,145.23 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2321131.jpg,2321131.jpg,147237,143.79 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2415503.jpg,2415503.jpg,146852,143.41 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2393484.jpg,2393484.jpg,146277,142.85 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2351928.jpg,2351928.jpg,145888,142.47 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2355250.jpg,2355250.jpg,145523,142.11 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2352718.jpg,2352718.jpg,145153,141.75 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2317575.jpg,2317575.jpg,145008,141.61 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/1339.jpg,1339.jpg,144457,141.07 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2334774.jpg,2334774.jpg,144310,140.93 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/results/real_gqa_mistral_50_wrong_answers.csv,real_gqa_mistral_50_wrong_answers.csv,143547,140.18 KB,REVIEW,Output file not recognized as final,.csv
data/gqa_images_subset_200/2356740.jpg,2356740.jpg,143547,140.18 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2413023.jpg,2413023.jpg,143173,139.82 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2320520.jpg,2320520.jpg,142433,139.09 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/results/real_gqa_mistral_50_wrong_answers_v2.csv,real_gqa_mistral_50_wrong_answers_v2.csv,142033,138.70 KB,REVIEW,Output file not recognized as final,.csv
data/gqa_images_subset_200/2376612.jpg,2376612.jpg,141725,138.40 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2406460.jpg,2406460.jpg,141631,138.31 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2370134.jpg,2370134.jpg,141347,138.03 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2347899.jpg,2347899.jpg,141322,138.01 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2409655.jpg,2409655.jpg,140979,137.67 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2413324.jpg,2413324.jpg,140513,137.22 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2329558.jpg,2329558.jpg,140430,137.14 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2415932.jpg,2415932.jpg,139677,136.40 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2415921.jpg,2415921.jpg,139642,136.37 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2411503.jpg,2411503.jpg,138839,135.58 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2356402.jpg,2356402.jpg,138114,134.88 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2387037.jpg,2387037.jpg,137801,134.57 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2333425.jpg,2333425.jpg,137439,134.22 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2389455.jpg,2389455.jpg,136897,133.69 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2395398.jpg,2395398.jpg,135233,132.06 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2392384.jpg,2392384.jpg,134972,131.81 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2334521.jpg,2334521.jpg,133675,130.54 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2383731.jpg,2383731.jpg,132293,129.19 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2389362.jpg,2389362.jpg,131805,128.72 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2407846.jpg,2407846.jpg,131795,128.71 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2374021.jpg,2374021.jpg,130909,127.84 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2391612.jpg,2391612.jpg,130274,127.22 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2349434.jpg,2349434.jpg,128785,125.77 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2386338.jpg,2386338.jpg,128660,125.64 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
outputs/figures/sst_accuracy_vs_tokens.png,sst_accuracy_vs_tokens.png,128448,125.44 KB,KEEP,Generated figure/report asset,.png
data/gqa_images_subset_200/2397589.jpg,2397589.jpg,128160,125.16 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/1242.jpg,1242.jpg,127306,124.32 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2348733.jpg,2348733.jpg,127118,124.14 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2403960.jpg,2403960.jpg,126248,123.29 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2383054.jpg,2383054.jpg,125352,122.41 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2325687.jpg,2325687.jpg,125090,122.16 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2411522.jpg,2411522.jpg,124692,121.77 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2371801.jpg,2371801.jpg,124582,121.66 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2344870.jpg,2344870.jpg,124511,121.59 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2379482.jpg,2379482.jpg,124351,121.44 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2340293.jpg,2340293.jpg,121975,119.12 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2377541.jpg,2377541.jpg,120988,118.15 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2386586.jpg,2386586.jpg,120800,117.97 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2327958.jpg,2327958.jpg,120145,117.33 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2322880.jpg,2322880.jpg,119245,116.45 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2326327.jpg,2326327.jpg,118983,116.19 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2401788.jpg,2401788.jpg,118632,115.85 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2320242.jpg,2320242.jpg,118592,115.81 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2362724.jpg,2362724.jpg,118273,115.50 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2344540.jpg,2344540.jpg,117600,114.84 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2396731.jpg,2396731.jpg,117418,114.67 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2342134.jpg,2342134.jpg,117265,114.52 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2355723.jpg,2355723.jpg,116956,114.21 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2369303.jpg,2369303.jpg,115171,112.47 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2385218.jpg,2385218.jpg,114494,111.81 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2367978.jpg,2367978.jpg,114438,111.76 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2400971.jpg,2400971.jpg,113895,111.23 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2334664.jpg,2334664.jpg,113428,110.77 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2316535.jpg,2316535.jpg,113272,110.62 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2363244.jpg,2363244.jpg,112641,110.00 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2350094.jpg,2350094.jpg,112519,109.88 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2388049.jpg,2388049.jpg,112516,109.88 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2316465.jpg,2316465.jpg,112357,109.72 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2370296.jpg,2370296.jpg,112007,109.38 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2378689.jpg,2378689.jpg,111926,109.30 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2351890.jpg,2351890.jpg,111826,109.21 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2319140.jpg,2319140.jpg,111729,109.11 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/gqa_images_subset_200/2350197.jpg,2350197.jpg,111635,109.02 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
data/processed/real_gqa_sst_50.json,real_gqa_sst_50.json,111421,108.81 KB,OPTIONAL_ARCHIVE,Old 50-sample dataset,.json
data/gqa_images_subset_200/2388904.jpg,2388904.jpg,110772,108.18 KB,KEEP_LOCAL_NOT_GIT,Image subset for LLaVA rerun,.jpg
